Person_ID,Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calorie_Requirement,Daily_Calorie_Consumed,Protein_Intake_g,Carbohydrate_Intake_g,Fat_Intake_g,Water_Intake_Liters,Diet_Type,Health_Status
P5232,72.0,Male,176.0,75.9,24.5,Moderately Active,2389,2246.0,80.3,331.7,66.4,3.1,Vegan,Healthy
P5233,43.0,Female,169.4,74.3,25.9,Moderately Active,2284,2586.0,111.5,400.8,59.6,2.8,Vegan,Overweight
P5234,33.0,Male,181.8,89.8,27.2,Very Active,3410,3995.0,193.5,505.0,133.4,3.2,Balanced,Overweight
P5235,27.0,Female,166.9,,26.4,Lightly Active,2099,2321.0,64.1,332.5,81.6,2.4,Vegetarian,Overweight
P5236,62.0,,171.5,77.9,26.5,Lightly Active,2204,2395.0,90.0,351.1,70.1,2.4,Vegetarian,Overweight
P5237,19.0,Female,162.6,68.1,25.8,Very Active,2585,2986.0,84.2,381.1,124.9,3.5,Mediterranean,Overweight
P5238,52.0,Female,158.2,67.8,27.1,Sedentary,1607,1704.0,62.3,253.0,49.2,1.9,Vegetarian,Overweight
P5239,36.0,,173.2,71.5,23.8,Moderately Active,2593,2765.0,223.9,304.5,72.3,3.1,High Protein,Healthy
P5240,23.0,Male,179.1,71.0,22.1,Moderately Active,2741,2984.0,115.7,413.3,96.4,2.9,Balanced,Healthy
P5241,36.0,Other,156.3,77.0,31.5,Sedentary,2223,2981.0,51.3,399.5,130.9,2.1,Mediterranean,Obese
P5242,76.0,Male,179.7,84.9,26.3,Lightly Active,2278,2539.0,109.8,321.8,90.3,2.4,Vegetarian,Overweight
P5243,70.0,Female,154.5,73.1,30.6,Moderately Active,2014,2529.0,94.1,291.7,109.5,2.9,Mediterranean,Obese
P5244,69.0,Female,158.0,75.5,30.2,Sedentary,1604,2108.0,72.0,271.0,81.8,2.1,Balanced,Obese
P5245,68.0,Female,166.5,82.5,29.8,Lightly Active,1969,2133.0,182.8,223.4,56.5,2.3,High Protein,Overweight
P5246,25.0,Female,151.5,57.6,25.1,Moderately Active,2079,2191.0,131.2,39.8,167.5,2.8,Keto,Overweight
P5247,31.0,Female,167.4,72.0,25.7,Athlete,2846,3152.0,128.9,412.5,109.6,4.3,,Overweight
P5248,27.0,Female,149.9,72.9,32.4,Moderately Active,2277,3008.0,76.4,468.4,92.1,3.1,Vegan,Obese
P5249,,Male,176.2,77.0,24.8,Very Active,3195,3198.0,110.7,432.5,113.9,3.3,Balanced,Healthy
P5250,55.0,Male,162.2,83.1,31.6,Very Active,2877,3546.0,88.8,561.5,105.0,3.5,Vegan,Obese
P5251,46.0,Male,178.2,78.5,24.7,Very Active,2991,3105.0,169.3,429.6,78.8,3.5,Vegan,Healthy
P5252,32.0,Other,178.8,,29.3,Athlete,4079,4634.0,296.5,164.6,310.0,4.7,Keto,Overweight
P5253,,Female,162.3,67.1,25.5,Moderately Active,2166,2291.0,56.3,364.6,67.5,3.1,Vegan,Overweight
P5254,,Male,191.6,85.6,23.3,Moderately Active,2988,3024.0,101.1,439.3,95.8,3.0,Balanced,Healthy
P5255,35.0,Female,165.5,,23.1,Moderately Active,2159,2222.0,169.2,265.6,53.6,2.6,High Protein,Healthy
P5256,63.0,Female,156.8,62.5,25.4,Very Active,2136,2448.0,103.8,316.4,85.2,3.5,Mediterranean,Overweight
P5257,,,172.2,67.9,22.9,,2511,2625.0,132.6,303.5,97.8,3.2,,Healthy
P5258,45.0,Female,154.8,77.3,32.3,Moderately Active,2243,,143.1,351.3,86.7,2.8,Vegetarian,Obese
P5259,43.0,Male,172.7,88.9,29.8,Sedentary,2237,2650.0,100.1,362.4,88.9,2.1,Mediterranean,Overweight
P5260,27.0,Female,161.2,62.4,24.0,Athlete,2673,2653.0,198.6,-15.9,213.6,4.3,Keto,Healthy
P5261,64.0,Male,171.2,73.3,25.0,Lightly Active,2102,2370.0,66.4,292.5,103.8,2.3,Mediterranean,Overweight
P5262,21.0,Female,163.0,66.9,25.2,Sedentary,1776,2072.0,65.1,272.5,80.2,1.8,Balanced,Overweight
P5263,72.0,Female,163.0,62.7,23.6,Very Active,2106,2246.0,42.3,329.1,84.5,3.3,Balanced,Healthy
P5264,,,190.4,77.8,21.5,Lightly Active,2663,2742.0,102.8,351.7,102.7,2.4,Vegetarian,Healthy
P5265,,Other,172.8,59.5,19.9,Lightly Active,2483,2297.0,42.4,341.2,84.7,2.5,Balanced,Healthy
P5266,,Female,161.5,67.5,25.9,Lightly Active,2019,2220.0,171.6,267.7,51.4,2.5,High Protein,Overweight
P5267,72.0,Male,170.1,85.1,29.4,Sedentary,1963,2067.0,74.3,276.9,73.6,2.1,Vegetarian,Overweight
P5268,33.0,Male,173.9,91.7,30.3,Sedentary,2357,2766.0,204.0,71.3,185.0,2.5,Keto,Obese
P5269,48.0,Female,166.5,65.0,23.4,Moderately Active,2103,2132.0,86.1,294.5,67.7,3.3,Balanced,Healthy
P5270,27.0,Male,173.8,77.1,25.5,Very Active,3109,3639.0,111.3,505.9,130.0,3.6,Balanced,Overweight
P5271,36.0,Male,165.7,65.3,23.8,Moderately Active,2409,2450.0,118.6,292.4,89.6,3.0,Mediterranean,Healthy
P5272,45.0,Male,171.5,92.4,31.4,Lightly Active,2604,,98.4,395.1,101.8,2.6,Balanced,Obese
P5273,,Male,180.3,89.7,27.6,Very Active,3385,3685.0,214.1,56.8,289.0,3.8,Keto,Overweight
P5274,45.0,Female,151.6,66.6,29.0,Lightly Active,1840,2091.0,88.4,252.1,81.0,2.6,Mediterranean,Overweight
P5275,36.0,Male,173.6,67.6,22.4,Moderately Active,2515,2620.0,85.7,363.0,91.7,2.8,Balanced,Healthy
P5276,54.0,Male,179.8,69.7,21.6,Lightly Active,2170,2329.0,210.6,233.5,61.4,2.8,High Protein,Healthy
P5277,40.0,Male,159.1,75.6,29.9,Moderately Active,2538,3033.0,143.7,401.6,94.6,3.2,Balanced,Overweight
P5278,37.0,Male,175.7,90.6,29.3,Sedentary,2322,2748.0,250.4,269.4,74.3,2.3,High Protein,Overweight
P5279,30.0,Female,169.9,68.5,23.7,Athlete,2807,2788.0,164.6,392.7,62.1,4.4,Vegan,Healthy
P5280,30.0,Male,169.2,,22.9,Sedentary,1932,2027.0,81.2,254.9,75.8,2.1,Vegetarian,Healthy
P5281,60.0,Other,168.0,78.1,27.7,Lightly Active,2463,2675.0,177.7,43.9,198.7,2.5,Keto,Overweight
P5282,28.0,Female,162.6,57.1,21.6,Lightly Active,1867,1704.0,61.5,252.6,49.7,2.5,Vegetarian,Healthy
P5283,65.0,Male,186.1,77.1,22.3,Moderately Active,2550,2323.0,87.9,316.4,78.4,2.9,Balanced,Healthy
P5284,,Female,165.6,75.4,27.5,,2089,2269.0,49.0,359.7,70.5,2.5,Vegan,Overweight
P5285,34.0,Male,176.7,88.5,28.3,Lightly Active,2652,2799.0,184.9,20.3,219.8,2.5,Keto,Overweight
P5286,71.0,Female,153.8,78.6,33.2,Sedentary,1612,2115.0,39.2,313.0,78.4,2.0,Balanced,Obese
P5287,67.0,Other,166.8,74.2,26.7,Sedentary,2050,2303.0,115.3,40.3,186.7,2.4,Keto,Overweight
P5288,45.0,,173.9,90.2,29.8,Moderately Active,2908,3407.0,115.8,512.3,99.4,3.0,Vegan,Overweight
P5289,36.0,Male,171.2,75.0,25.6,Sedentary,2052,2443.0,194.3,248.4,74.7,2.0,High Protein,Overweight
P5290,21.0,Female,165.8,62.6,22.8,Very Active,2500,2746.0,131.5,343.9,93.8,3.5,Balanced,Healthy
P5291,39.0,Male,184.0,,23.0,Moderately Active,2778,3020.0,91.9,441.8,98.4,2.7,Balanced,Healthy
P5292,39.0,Male,173.8,81.3,26.9,Sedentary,2148,2486.0,76.5,356.7,83.7,2.3,Balanced,Overweight
P5293,72.0,,168.3,69.8,24.6,Lightly Active,1956,1933.0,64.6,248.7,75.5,2.4,Mediterranean,Healthy
P5294,54.0,,164.2,79.5,29.5,Very Active,2820,3213.0,95.0,399.7,137.1,3.5,Mediterranean,Overweight
P5295,,Female,170.3,81.4,28.1,,2302,2699.0,123.0,343.6,92.5,2.8,Vegetarian,Overweight
P5296,51.0,Male,181.1,70.7,21.6,,2221,2397.0,109.2,306.5,81.6,2.1,Balanced,Healthy
P5297,50.0,Male,172.8,68.3,22.9,Very Active,2672,2915.0,107.8,398.2,99.0,3.9,Mediterranean,Healthy
P5298,,Female,162.6,54.7,20.7,Very Active,2058,,68.6,291.7,79.0,3.5,Balanced,Healthy
P5299,59.0,Male,170.0,108.7,37.6,Sedentary,2431,3002.0,120.8,365.5,117.4,2.5,Mediterranean,Obese
P5300,57.0,,175.6,86.6,28.1,Moderately Active,2740,3275.0,177.0,418.8,99.1,2.9,Balanced,Overweight
P5301,50.0,Female,161.2,63.9,24.6,Lightly Active,1817,1983.0,48.8,281.9,73.3,2.5,Vegetarian,Healthy
P5302,29.0,,173.1,81.2,27.1,Sedentary,2211,2479.0,63.0,349.9,91.9,2.2,Balanced,Overweight
P5303,19.0,Female,162.0,67.3,25.6,Lightly Active,2048,2349.0,63.7,329.2,86.4,2.6,Balanced,Overweight
P5304,76.0,Female,167.7,61.5,21.9,Very Active,2082,2210.0,79.2,330.6,63.4,3.4,Balanced,Healthy
P5305,45.0,Male,163.7,76.2,28.4,,2254,2513.0,115.0,344.3,75.1,2.1,Balanced,Overweight
P5306,27.0,Female,157.0,63.9,25.9,Lightly Active,1936,2273.0,142.0,45.6,169.2,2.9,,Overweight
P5307,39.0,Male,169.6,73.8,25.7,Lightly Active,2296,2449.0,149.3,38.4,188.7,2.3,Keto,Overweight
P5308,34.0,Male,173.3,76.8,25.6,Lightly Active,2414,2708.0,144.3,360.5,76.5,3.0,Vegetarian,Overweight
P5309,43.0,Female,163.1,69.8,26.2,Lightly Active,1942,2179.0,126.7,301.5,51.8,2.3,,Overweight
P5310,20.0,Female,158.8,55.1,21.8,Moderately Active,2112,2189.0,89.4,298.2,71.0,3.1,Balanced,Healthy
P5311,24.0,Male,176.6,106.4,34.1,Sedentary,2670,,240.4,300.4,94.5,2.2,High Protein,Obese
P5312,61.0,Female,168.6,,26.3,Very Active,2409,2566.0,150.3,40.5,200.3,3.6,Keto,Overweight
P5313,25.0,Female,146.8,52.6,24.4,Lightly Active,1761,1902.0,33.9,275.6,73.7,2.3,Balanced,Healthy
P5314,37.0,Other,159.3,48.2,19.0,Moderately Active,2391,2297.0,108.7,301.2,73.1,2.8,Balanced,Healthy
P5315,29.0,Female,159.2,58.7,23.2,Moderately Active,2105,2032.0,202.8,196.6,48.3,2.8,High Protein,Healthy
P5316,,Male,164.9,88.5,32.5,Moderately Active,2744,3551.0,168.8,450.7,119.2,3.0,Balanced,Obese
P5317,34.0,Male,169.0,85.7,30.0,Moderately Active,2874,3459.0,168.9,472.9,99.1,2.9,Balanced,Obese
P5318,45.0,Female,169.2,,22.8,Lightly Active,1897,2023.0,90.6,267.5,65.6,2.3,Vegetarian,Healthy
P5319,,Male,169.5,,26.5,Moderately Active,2466,2737.0,66.4,364.2,112.8,2.7,Mediterranean,Overweight
P5320,27.0,Female,165.4,,20.6,Lightly Active,1876,1973.0,65.1,316.4,49.7,2.3,Vegan,Healthy
P5321,39.0,Male,177.2,77.0,24.5,Sedentary,2099,2109.0,174.5,222.9,57.7,2.1,High Protein,Healthy
P5322,55.0,Male,174.2,71.7,23.6,Athlete,2988,3248.0,185.6,366.0,115.7,4.2,,Healthy
P5323,74.0,Male,173.6,78.8,26.1,Sedentary,1868,2053.0,105.8,83.2,144.1,1.8,Keto,Overweight
P5324,50.0,Other,163.9,86.9,32.3,,2306,2745.0,237.1,249.8,88.6,2.1,,Obese
P5325,39.0,,178.8,73.3,22.9,Sedentary,2048,2240.0,168.2,244.6,65.4,1.6,High Protein,Healthy
P5326,61.0,Female,170.7,73.3,25.2,Lightly Active,1911,2217.0,83.9,325.9,64.2,2.4,Balanced,Overweight
P5327,54.0,Male,172.0,89.4,30.2,Very Active,3113,4025.0,76.9,595.4,148.4,3.6,Vegetarian,Obese
P5328,30.0,Male,171.5,69.8,23.7,Lightly Active,2305,2210.0,76.2,288.1,83.6,2.5,Vegetarian,Healthy
P5329,44.0,Male,181.1,72.9,22.2,Moderately Active,2611,2627.0,104.1,381.2,76.2,2.9,Vegetarian,Healthy
P5330,32.0,Female,157.8,76.4,30.7,,2069,2438.0,68.7,355.4,82.4,2.2,Balanced,Obese
P5331,39.0,Male,162.4,71.8,27.2,Lightly Active,2211,2407.0,64.2,319.9,96.8,2.4,Mediterranean,Overweight
P5332,47.0,Male,174.7,80.9,26.5,Moderately Active,2703,3055.0,115.1,411.8,105.3,3.0,Vegetarian,Overweight
P5333,60.0,Male,164.2,102.5,38.0,Lightly Active,2625,3535.0,97.0,498.1,128.3,2.6,Balanced,Obese
P5334,57.0,Male,190.3,91.7,25.3,Lightly Active,2621,2836.0,80.7,448.8,79.7,2.3,Vegan,Overweight
P5335,54.0,Other,169.4,74.7,26.0,Very Active,3087,3353.0,61.3,502.1,122.1,3.6,Balanced,Overweight
P5336,51.0,Female,160.6,75.1,29.1,Sedentary,1703,1850.0,58.7,273.4,58.0,2.2,Balanced,Overweight
P5337,61.0,Male,176.8,81.6,26.1,Sedentary,2020,2360.0,107.5,313.7,75.1,1.8,,Overweight
P5338,77.0,Female,160.3,78.1,30.4,Athlete,2533,3109.0,267.4,279.7,102.3,3.9,High Protein,Obese
P5339,51.0,Female,162.5,46.2,17.5,Moderately Active,1794,1393.0,67.1,159.3,54.1,3.1,Mediterranean,Underweight
P5340,75.0,,178.0,81.5,25.7,Very Active,2775,3264.0,124.7,380.4,138.2,3.6,,Overweight
P5341,65.0,Female,166.2,46.5,16.8,Moderately Active,1722,,68.8,180.7,34.3,2.6,Vegan,Underweight
P5342,70.0,Female,162.9,69.2,26.1,Lightly Active,1772,1964.0,102.7,64.6,143.9,2.3,Keto,Overweight
P5343,52.0,Male,185.3,,23.1,Moderately Active,2704,2473.0,208.8,235.8,77.2,2.9,High Protein,Healthy
P5344,,Male,167.7,95.7,34.0,Sedentary,2208,2494.0,195.6,241.9,82.7,2.3,High Protein,Obese
P5345,36.0,Other,170.9,80.0,27.4,Moderately Active,3013,3225.0,246.6,375.1,82.0,2.6,High Protein,Overweight
P5346,25.0,Female,157.0,60.1,24.4,Moderately Active,2141,2075.0,122.3,24.9,165.1,2.7,Keto,Healthy
P5347,56.0,,177.5,77.8,24.7,Athlete,3163,3178.0,145.6,435.4,94.9,4.6,Balanced,Healthy
P5348,50.0,Male,184.6,85.4,25.1,Moderately Active,2843,2985.0,119.8,426.5,88.9,3.1,Balanced,Overweight
P5349,61.0,Male,173.5,,25.4,Sedentary,1918,2068.0,131.3,9.7,167.1,2.2,Keto,Overweight
P5350,78.0,Female,165.3,67.7,24.8,Moderately Active,1934,1808.0,46.0,250.8,69.0,2.9,Vegetarian,Healthy
P5351,45.0,Female,161.2,79.5,30.6,Sedentary,1785,2076.0,51.1,299.6,74.8,2.1,Vegetarian,Obese
P5352,54.0,Other,160.5,65.5,25.4,,2561,2752.0,106.6,368.6,94.5,2.8,Mediterranean,Overweight
P5353,65.0,Male,173.3,77.9,25.9,Lightly Active,2193,2366.0,93.9,368.3,57.5,2.3,Vegan,Overweight
P5354,42.0,Female,172.8,63.1,21.1,Lightly Active,1904,2088.0,171.3,245.5,46.8,2.6,High Protein,Healthy
P5355,53.0,Female,161.4,98.3,37.7,Athlete,3091,3859.0,83.7,568.6,138.9,4.3,Balanced,Obese
P5356,34.0,Male,182.4,86.9,26.1,Very Active,3338,3886.0,197.5,499.3,122.1,3.6,Balanced,Overweight
P5357,41.0,Male,167.6,92.5,32.9,Very Active,3276,,163.1,585.5,142.2,3.7,Vegetarian,Obese
P5358,38.0,Other,169.6,80.7,28.1,Sedentary,2323,,95.6,373.6,88.2,2.5,Balanced,Overweight
P5359,19.0,Female,149.9,73.4,32.7,Moderately Active,2338,2983.0,72.2,421.2,112.2,2.9,Balanced,Obese
P5360,48.0,Female,167.6,71.2,25.3,Very Active,2445,2799.0,85.7,342.7,120.6,3.7,Mediterranean,Overweight
P5361,61.0,Female,161.2,70.8,27.2,Moderately Active,2073,2378.0,128.4,310.3,69.3,3.0,Balanced,Overweight
P5362,50.0,Male,181.6,67.1,20.3,Lightly Active,2166,,190.4,267.7,57.6,2.4,High Protein,Healthy
P5363,47.0,Female,153.1,70.0,29.9,Very Active,2356,2539.0,72.0,379.9,81.3,3.2,Balanced,Overweight
P5364,29.0,Female,162.0,64.5,24.6,Very Active,2450,2339.0,157.7,19.1,181.3,3.4,Keto,Healthy
P5365,61.0,Female,162.2,72.6,27.6,Moderately Active,2104,2238.0,105.0,332.6,54.2,3.0,Vegan,Overweight
P5366,29.0,Other,155.3,71.8,29.8,Lightly Active,2511,2951.0,182.5,64.1,218.3,2.3,Keto,Overweight
P5367,,Female,153.2,75.1,32.0,Sedentary,1587,1923.0,190.1,167.2,54.9,2.2,High Protein,Obese
P5368,74.0,Male,171.2,92.2,31.5,Lightly Active,2372,,75.0,469.7,107.6,2.8,Balanced,Obese
P5369,66.0,Female,167.2,40.0,14.3,Lightly Active,1443,,55.6,145.1,36.2,2.3,Vegetarian,Underweight
P5370,69.0,Male,180.2,78.2,24.1,Moderately Active,2494,2465.0,79.3,357.0,80.0,3.0,Balanced,Healthy
P5371,41.0,Male,173.7,62.6,20.7,Sedentary,1833,,104.5,231.3,52.3,2.0,Vegetarian,Healthy
P5372,41.0,Male,166.9,83.5,30.0,Sedentary,2130,2669.0,113.3,349.4,90.9,2.2,Balanced,Obese
P5373,75.0,Male,178.6,79.8,25.0,Lightly Active,2185,2545.0,72.3,370.9,85.8,2.8,,Overweight
P5374,,Female,156.5,81.5,33.3,Sedentary,1623,1927.0,127.5,11.3,152.4,1.7,Keto,Obese
P5375,28.0,Female,152.6,67.6,29.0,Moderately Active,2208,2527.0,111.3,317.4,90.3,2.7,Mediterranean,Overweight
P5376,30.0,Female,173.1,60.7,20.3,Lightly Active,1946,1830.0,61.4,246.3,66.6,2.6,Mediterranean,Healthy
P5377,44.0,Female,168.8,75.7,26.6,Moderately Active,2294,2599.0,129.3,308.8,94.1,3.1,Mediterranean,Overweight
P5378,25.0,Male,183.2,77.2,23.0,Very Active,3208,3237.0,250.5,356.5,89.9,3.2,High Protein,Healthy
P5379,27.0,Female,162.9,60.5,22.8,Lightly Active,1918,2067.0,172.0,214.5,57.9,2.7,High Protein,Healthy
P5380,25.0,Male,171.9,84.3,28.5,Very Active,3279,3883.0,335.2,390.9,108.7,3.1,High Protein,Overweight
P5381,37.0,Male,164.3,97.1,36.0,Moderately Active,3050,3726.0,129.2,446.9,157.9,3.1,Mediterranean,Obese
P5382,25.0,Female,159.5,73.9,29.0,Moderately Active,2351,2477.0,108.8,342.7,74.5,2.9,Balanced,Overweight
P5383,26.0,Male,169.5,86.1,30.0,Very Active,3291,4315.0,160.6,636.7,125.1,3.5,Vegetarian,Obese
P5384,24.0,,175.8,107.8,34.9,Sedentary,2688,2957.0,90.5,460.8,83.5,2.0,Vegan,Obese
P5385,31.0,Female,164.4,58.3,21.6,Moderately Active,2111,2101.0,152.4,52.0,142.6,2.7,Keto,Healthy
P5386,45.0,Female,161.3,58.8,22.6,Sedentary,1555,1405.0,50.7,169.2,58.4,1.9,Mediterranean,Healthy
P5387,19.0,Male,173.9,,26.9,,2622,2891.0,122.7,381.4,97.2,2.9,Vegetarian,Overweight
P5388,74.0,Other,167.2,90.0,32.2,Lightly Active,2542,3200.0,73.4,477.8,110.6,2.7,Vegetarian,Obese
P5389,60.0,Female,164.8,57.7,21.2,Moderately Active,1909,1859.0,81.1,246.1,61.1,3.1,Balanced,Healthy
P5390,25.0,Female,162.4,82.9,31.4,Sedentary,1931,2571.0,88.6,332.7,98.4,2.0,Mediterranean,Obese
P5391,30.0,Male,181.2,66.2,20.2,,2009,2065.0,37.3,305.1,77.3,2.1,Vegetarian,Healthy
P5392,38.0,Female,164.1,64.8,24.1,Moderately Active,2155,2218.0,87.0,257.7,93.3,2.6,Mediterranean,Healthy
P5393,64.0,Female,159.2,69.0,27.2,Sedentary,1562,1727.0,53.6,235.0,63.6,1.9,Mediterranean,Overweight
P5394,45.0,Female,166.9,,20.6,Very Active,2245,2037.0,114.7,266.8,56.8,3.3,Balanced,Healthy
P5395,52.0,Female,155.5,60.5,25.0,Moderately Active,1959,2273.0,177.0,222.9,74.8,2.9,High Protein,Overweight
P5396,40.0,Male,171.1,89.1,30.4,Sedentary,2251,2879.0,123.9,352.0,108.4,1.9,Mediterranean,Obese
P5397,63.0,Male,169.6,96.7,33.6,Sedentary,2208,2721.0,222.2,310.8,65.4,1.9,High Protein,Obese
P5398,79.0,Male,179.6,61.9,19.2,Lightly Active,1830,1799.0,57.0,247.8,64.4,2.5,Vegetarian,Healthy
P5399,32.0,Male,167.5,82.5,29.4,Moderately Active,2814,3181.0,152.2,441.4,89.6,2.9,Vegetarian,Overweight
P5400,19.0,Female,162.4,63.9,24.2,Athlete,2773,2909.0,55.6,422.1,110.9,4.2,Balanced,Healthy
P5401,78.0,Male,180.3,84.1,25.9,Lightly Active,2252,2605.0,110.3,354.3,83.0,2.3,Balanced,Overweight
P5402,68.0,Other,180.8,71.3,21.8,Very Active,2980,3074.0,151.3,363.5,112.8,3.4,Mediterranean,Healthy
P5403,29.0,Female,166.5,52.6,19.0,Very Active,2284,2468.0,67.0,317.4,103.4,3.6,Mediterranean,Healthy
P5404,74.0,Male,171.1,98.2,33.5,Sedentary,2166,2712.0,123.9,361.5,85.6,2.2,Balanced,Obese
P5405,69.0,Male,176.9,94.1,30.1,Very Active,3116,3438.0,296.6,376.3,82.9,3.4,High Protein,Obese
P5406,53.0,Female,154.8,65.7,27.4,Lightly Active,1795,2051.0,201.4,172.7,61.7,2.3,High Protein,Overweight
P5407,20.0,Other,171.8,67.2,22.8,Athlete,3584,3664.0,178.1,497.7,106.8,4.1,Balanced,Healthy
P5408,22.0,Male,164.3,74.1,27.5,Lightly Active,2399,2544.0,74.3,372.0,84.3,2.4,Balanced,Overweight
P5409,20.0,Male,179.9,54.2,16.7,Sedentary,1877,1474.0,139.9,153.7,33.3,2.0,High Protein,Underweight
P5410,74.0,Female,168.2,71.3,25.2,Athlete,2484,2850.0,114.3,375.7,98.9,4.1,Balanced,Overweight
P5411,,Female,165.1,75.1,27.6,Sedentary,1652,1909.0,166.5,201.3,48.7,2.4,High Protein,Overweight
P5412,36.0,Male,169.9,82.3,28.5,Very Active,3108,3679.0,183.7,478.4,114.5,3.7,Balanced,Overweight
P5413,19.0,Female,161.8,64.2,24.5,Lightly Active,2008,2145.0,84.4,307.9,64.0,2.4,Balanced,Healthy
P5414,61.0,,169.9,83.5,28.9,Moderately Active,2598,2773.0,102.8,353.1,105.5,2.9,Mediterranean,Overweight
P5415,54.0,,172.7,73.3,24.6,Moderately Active,2469,2522.0,96.8,363.4,75.7,2.6,Balanced,Healthy
P5416,71.0,Male,173.1,77.7,25.9,Athlete,2958,3370.0,275.5,364.9,89.8,4.1,High Protein,Overweight
P5417,34.0,Male,170.4,79.1,27.2,Sedentary,2127,2330.0,109.1,271.8,89.6,2.3,Mediterranean,Overweight
P5418,31.0,Male,169.7,87.6,30.4,Lightly Active,2613,2994.0,81.9,405.4,116.1,2.8,Vegetarian,Obese
P5419,,Female,159.7,80.1,31.4,Lightly Active,2046,2352.0,108.0,299.5,80.2,2.0,Mediterranean,Obese
P5420,44.0,Male,176.2,79.0,25.4,Athlete,3311,3564.0,308.3,326.2,114.0,4.5,High Protein,Overweight
P5421,71.0,Male,172.8,72.2,24.2,Lightly Active,2038,2162.0,36.3,317.1,83.2,2.7,Balanced,Healthy
P5422,27.0,Male,183.1,80.8,24.1,Lightly Active,2607,2423.0,88.7,387.3,57.6,2.4,Vegan,Healthy
P5423,20.0,Other,175.7,92.2,29.9,Lightly Active,2993,3261.0,153.3,407.9,112.9,2.8,Vegetarian,Overweight
P5424,53.0,Male,163.9,72.2,26.9,Lightly Active,2119,2294.0,95.6,327.0,67.1,2.6,Balanced,Overweight
P5425,55.0,Male,178.7,90.7,28.4,Very Active,3189,3689.0,126.4,476.5,141.9,3.7,Balanced,Overweight
P5426,73.0,Female,166.4,81.1,29.3,Sedentary,1676,1799.0,62.9,267.3,53.1,1.9,,Overweight
P5427,80.0,Other,173.1,71.5,23.9,Very Active,2827,,207.6,246.8,82.2,3.5,High Protein,Healthy
P5428,42.0,Male,164.5,74.2,27.4,Lightly Active,2246,2484.0,78.7,337.5,91.0,2.4,,Overweight
P5429,39.0,Female,158.9,71.8,28.4,,1722,1886.0,64.5,254.4,67.8,2.0,Balanced,Overweight
P5430,,Female,160.9,70.9,27.4,Lightly Active,1815,2014.0,171.0,186.5,64.9,2.5,High Protein,Overweight
P5431,56.0,Female,177.1,73.8,23.5,Very Active,2477,2602.0,107.4,313.9,101.9,3.4,Mediterranean,Healthy
P5432,64.0,Male,164.8,103.0,37.9,Lightly Active,2607,2875.0,190.4,40.9,216.7,2.1,Keto,Obese
P5433,47.0,Female,158.4,68.1,27.1,Sedentary,1637,1728.0,67.0,229.2,60.3,1.9,Balanced,Overweight
P5434,38.0,,173.4,69.1,23.0,Sedentary,1957,,146.1,184.5,59.8,1.8,,Healthy
P5435,47.0,Female,151.0,67.1,29.4,Moderately Active,2065,2443.0,92.6,314.2,90.7,2.6,Vegetarian,Overweight
P5436,45.0,Female,164.2,68.8,25.5,Lightly Active,1922,2066.0,75.7,294.1,65.2,2.3,Balanced,Overweight
P5437,48.0,Male,167.3,94.2,33.7,Very Active,3244,4376.0,132.0,582.8,168.5,3.8,Balanced,Obese
P5438,74.0,Female,159.6,65.8,25.8,Moderately Active,1907,2232.0,178.3,227.8,67.5,2.6,High Protein,Overweight
P5439,69.0,,178.7,78.5,24.6,Moderately Active,2489,,196.4,241.2,79.6,2.7,High Protein,Healthy
P5440,43.0,Female,155.0,52.5,21.9,Moderately Active,1902,1996.0,41.2,286.5,76.1,2.9,Vegetarian,Healthy
P5441,60.0,Male,163.3,87.6,32.8,Lightly Active,2344,2882.0,85.1,459.6,78.1,2.3,Vegan,Obese
P5442,39.0,Male,171.7,114.5,38.8,Very Active,3838,4764.0,258.5,673.2,115.2,3.5,Vegan,Obese
P5443,38.0,Male,167.5,78.8,28.1,Lightly Active,2382,2708.0,150.3,100.0,189.6,2.6,Keto,Overweight
P5444,18.0,Female,172.1,69.5,23.5,Sedentary,1855,1910.0,166.0,174.6,60.9,2.0,High Protein,Healthy
P5445,54.0,,177.2,76.3,24.3,Moderately Active,2564,2338.0,130.8,293.6,71.1,2.8,Vegetarian,Healthy
P5446,30.0,Male,163.4,67.8,25.4,Moderately Active,2496,2851.0,204.2,17.1,218.4,2.8,Keto,Overweight
P5447,38.0,Male,180.3,85.3,26.2,Moderately Active,2915,3374.0,278.1,364.4,89.3,3.0,High Protein,Overweight
P5448,63.0,Female,161.5,67.5,25.9,Very Active,2241,2457.0,207.2,266.1,62.6,3.6,High Protein,Overweight
P5449,,Female,160.9,41.5,16.0,,1674,1499.0,42.9,213.6,52.6,2.3,Balanced,Underweight
P5450,,Male,174.7,96.9,31.7,Sedentary,2438,2769.0,266.1,224.2,89.8,1.8,High Protein,Obese
P5451,64.0,Male,166.3,86.5,31.3,Lightly Active,2313,,81.3,414.5,120.8,2.6,Mediterranean,Obese
P5452,38.0,Male,167.0,81.7,29.3,Very Active,3051,3513.0,183.7,411.5,125.8,3.5,Mediterranean,Overweight
P5453,48.0,Male,177.4,77.3,24.6,,3235,,82.8,466.9,126.9,4.5,Vegetarian,Healthy
P5454,56.0,Male,172.3,86.0,29.0,Athlete,3324,3926.0,288.1,26.4,296.4,4.2,Keto,Overweight
